year,country_name,hdi_category,indicator_name,references,values
,Madagascar,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,18.5
,Cameroon,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,2.0
,Papua New Guinea,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,1.7
,Haiti,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,15.7
,Sudan,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,8.5
,Kenya,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,10.3
,Djibouti,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,..
,Timor-Leste,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,..
,Zimbabwe,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,..
,Togo,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,6.8
,Yemen,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,..
,Uganda,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,8.2
,Gambia,MEDIUM HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,3.2
,Senegal,LOW HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,1.7
,Eritrea,LOW HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,..
,Nigeria,LOW HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,13.5
,Tanzania (United Republic of),LOW HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,8.6
,Guinea,LOW HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,..
,Rwanda,LOW HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,9.1
,Angola,LOW HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,23.0
,Benin,LOW HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,5.4
,Malawi,LOW HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,15.4
,Zambia,LOW HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,18.3
,Côte d'Ivoire,LOW HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,3.9
,Burundi,LOW HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,13.0
,Congo (Democratic Republic of the),LOW HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,21.3
,Ethiopia,LOW HUMAN DEVELOPMENT,Average annual change in consumer price index(percent) - 2004-2005,,11.6
,Chad,,Average annual change in consumer price index(percent) - 2004-2005,,7.9
,Central African Republic,,Average annual change in consumer price index(percent) - 2004-2005,,2.9
,Mozambique,,Average annual change in consumer price index(percent) - 2004-2005,,7.2
,Mali,,Average annual change in consumer price index(percent) - 2004-2005,,6.4
,Niger,,Average annual change in consumer price index(percent) - 2004-2005,,7.8
,Guinea-Bissau,,Average annual change in consumer price index(percent) - 2004-2005,,3.3
,Burkina Faso,,Average annual change in consumer price index(percent) - 2004-2005,,6.4
,Sierra Leone,,Average annual change in consumer price index(percent) - 2004-2005,,12.1
,Kuwait,HIGH HUMAN DEVELOPMENT,HDI rank,d,33
,United Arab Emirates,HIGH HUMAN DEVELOPMENT,HDI rank,d,39
,Costa Rica,HIGH HUMAN DEVELOPMENT,HDI rank,d,48
,Bahamas,HIGH HUMAN DEVELOPMENT,HDI rank,f,49
,Saint Kitts and Nevis,HIGH HUMAN DEVELOPMENT,HDI rank,c,54
,Tonga,HIGH HUMAN DEVELOPMENT,HDI rank,d,55
,Antigua and Barbuda,HIGH HUMAN DEVELOPMENT,HDI rank,c,57
,Saudi Arabia,HIGH HUMAN DEVELOPMENT,HDI rank,d,61
,Dominica,MEDIUM HUMAN DEVELOPMENT,HDI rank,c,71
,Saint Lucia,MEDIUM HUMAN DEVELOPMENT,HDI rank,c,72
,Venezuela (Bolivarian Republic of),MEDIUM HUMAN DEVELOPMENT,HDI rank,d,74
,Colombia,MEDIUM HUMAN DEVELOPMENT,HDI rank,d,75
,Dominican Republic,MEDIUM HUMAN DEVELOPMENT,HDI rank,d,79
,China,MEDIUM HUMAN DEVELOPMENT,HDI rank,g,81
,Grenada,MEDIUM HUMAN DEVELOPMENT,HDI rank,c,82
,Paraguay,MEDIUM HUMAN DEVELOPMENT,HDI rank,d,95
,Guyana,MEDIUM HUMAN DEVELOPMENT,HDI rank,d,97
,Cape Verde,MEDIUM HUMAN DEVELOPMENT,HDI rank,d,102
,El Salvador,MEDIUM HUMAN DEVELOPMENT,HDI rank,d,103
,Algeria,MEDIUM HUMAN DEVELOPMENT,HDI rank,d,104
,Turkmenistan,MEDIUM HUMAN DEVELOPMENT,HDI rank,h,109
,Nicaragua,MEDIUM HUMAN DEVELOPMENT,HDI rank,d,110
,Honduras,MEDIUM HUMAN DEVELOPMENT,HDI rank,d,115
,Guatemala,MEDIUM HUMAN DEVELOPMENT,HDI rank,d,118
,South Africa,MEDIUM HUMAN DEVELOPMENT,HDI rank,d,121
,Namibia,MEDIUM HUMAN DEVELOPMENT,HDI rank,d,125
,Equatorial Guinea,MEDIUM HUMAN DEVELOPMENT,HDI rank,"c,d",127
,India,MEDIUM HUMAN DEVELOPMENT,HDI rank,d,128
,Solomon Islands,MEDIUM HUMAN DEVELOPMENT,HDI rank,d,129
,Cambodia,MEDIUM HUMAN DEVELOPMENT,HDI rank,d,131
,Comoros,MEDIUM HUMAN DEVELOPMENT,HDI rank,d,134
,Ghana,MEDIUM HUMAN DEVELOPMENT,HDI rank,d,135
,Mauritania,MEDIUM HUMAN DEVELOPMENT,HDI rank,d,137
,Lesotho,MEDIUM HUMAN DEVELOPMENT,HDI rank,d,138
,Papua New Guinea,MEDIUM HUMAN DEVELOPMENT,HDI rank,d,145
,Haiti,MEDIUM HUMAN DEVELOPMENT,HDI rank,d,146
,Sudan,MEDIUM HUMAN DEVELOPMENT,HDI rank,d,147
,Djibouti,MEDIUM HUMAN DEVELOPMENT,HDI rank,d,149
,Togo,MEDIUM HUMAN DEVELOPMENT,HDI rank,d,152
,Uganda,MEDIUM HUMAN DEVELOPMENT,HDI rank,d,154
,Gambia,MEDIUM HUMAN DEVELOPMENT,HDI rank,d,155
,Eritrea,LOW HUMAN DEVELOPMENT,HDI rank,d,157
,Rwanda,LOW HUMAN DEVELOPMENT,HDI rank,d,161
,Angola,LOW HUMAN DEVELOPMENT,HDI rank,d,162
,Burundi,LOW HUMAN DEVELOPMENT,HDI rank,d,167
,Congo (Democratic Republic of the),LOW HUMAN DEVELOPMENT,HDI rank,d,168
,Ethiopia,LOW HUMAN DEVELOPMENT,HDI rank,d,169
,Chad,,HDI rank,d,170
,Central African Republic,,HDI rank,d,171
,Mozambique,,HDI rank,d,172
,Niger,,HDI rank,d,174
,Guinea-Bissau,,HDI rank,d,175
,Burkina Faso,,HDI rank,d,176
,Kuwait,HIGH HUMAN DEVELOPMENT,GDP - billions dollar US 2005,d,80.8
,United Arab Emirates,HIGH HUMAN DEVELOPMENT,GDP - billions dollar US 2005,d,129.7
,Costa Rica,HIGH HUMAN DEVELOPMENT,GDP - billions dollar US 2005,d,20.0
,Bahamas,HIGH HUMAN DEVELOPMENT,GDP - billions dollar US 2005,f,5.5
,Saint Kitts and Nevis,HIGH HUMAN DEVELOPMENT,GDP - billions dollar US 2005,c,0.5
,Tonga,HIGH HUMAN DEVELOPMENT,GDP - billions dollar US 2005,d,0.2
,Antigua and Barbuda,HIGH HUMAN DEVELOPMENT,GDP - billions dollar US 2005,c,0.9
,Saudi Arabia,HIGH HUMAN DEVELOPMENT,GDP - billions dollar US 2005,d,309.8
,Dominica,MEDIUM HUMAN DEVELOPMENT,GDP - billions dollar US 2005,c,0.3
,Saint Lucia,MEDIUM HUMAN DEVELOPMENT,GDP - billions dollar US 2005,c,0.8
,Venezuela (Bolivarian Republic of),MEDIUM HUMAN DEVELOPMENT,GDP - billions dollar US 2005,d,140.2
,Colombia,MEDIUM HUMAN DEVELOPMENT,GDP - billions dollar US 2005,d,122.3
,Dominican Republic,MEDIUM HUMAN DEVELOPMENT,GDP - billions dollar US 2005,d,29.5
,China,MEDIUM HUMAN DEVELOPMENT,GDP - billions dollar US 2005,g,"2,234.3"
,Grenada,MEDIUM HUMAN DEVELOPMENT,GDP - billions dollar US 2005,c,0.5
,Paraguay,MEDIUM HUMAN DEVELOPMENT,GDP - billions dollar US 2005,d,7.3
,Guyana,MEDIUM HUMAN DEVELOPMENT,GDP - billions dollar US 2005,d,0.8
,Cape Verde,MEDIUM HUMAN DEVELOPMENT,GDP - billions dollar US 2005,d,1.0
,El Salvador,MEDIUM HUMAN DEVELOPMENT,GDP - billions dollar US 2005,d,17.0
,Algeria,MEDIUM HUMAN DEVELOPMENT,GDP - billions dollar US 2005,d,102.3
,Turkmenistan,MEDIUM HUMAN DEVELOPMENT,GDP - billions dollar US 2005,h,8.1
,Nicaragua,MEDIUM HUMAN DEVELOPMENT,GDP - billions dollar US 2005,d,4.9
,Honduras,MEDIUM HUMAN DEVELOPMENT,GDP - billions dollar US 2005,d,8.3
,Guatemala,MEDIUM HUMAN DEVELOPMENT,GDP - billions dollar US 2005,d,31.7
,South Africa,MEDIUM HUMAN DEVELOPMENT,GDP - billions dollar US 2005,d,239.5
,Namibia,MEDIUM HUMAN DEVELOPMENT,GDP - billions dollar US 2005,d,6.1
,Equatorial Guinea,MEDIUM HUMAN DEVELOPMENT,GDP - billions dollar US 2005,"c,d",3.2
,India,MEDIUM HUMAN DEVELOPMENT,GDP - billions dollar US 2005,d,805.7
,Solomon Islands,MEDIUM HUMAN DEVELOPMENT,GDP - billions dollar US 2005,d,0.3
,Cambodia,MEDIUM HUMAN DEVELOPMENT,GDP - billions dollar US 2005,d,6.2
,Comoros,MEDIUM HUMAN DEVELOPMENT,GDP - billions dollar US 2005,d,0.4
,Ghana,MEDIUM HUMAN DEVELOPMENT,GDP - billions dollar US 2005,d,10.7
,Mauritania,MEDIUM HUMAN DEVELOPMENT,GDP - billions dollar US 2005,d,1.9
,Lesotho,MEDIUM HUMAN DEVELOPMENT,GDP - billions dollar US 2005,d,1.5
,Papua New Guinea,MEDIUM HUMAN DEVELOPMENT,GDP - billions dollar US 2005,d,4.9
,Haiti,MEDIUM HUMAN DEVELOPMENT,GDP - billions dollar US 2005,d,4.3
,Sudan,MEDIUM HUMAN DEVELOPMENT,GDP - billions dollar US 2005,d,27.5
,Djibouti,MEDIUM HUMAN DEVELOPMENT,GDP - billions dollar US 2005,d,0.7
,Togo,MEDIUM HUMAN DEVELOPMENT,GDP - billions dollar US 2005,d,2.2
,Uganda,MEDIUM HUMAN DEVELOPMENT,GDP - billions dollar US 2005,d,8.7
,Gambia,MEDIUM HUMAN DEVELOPMENT,GDP - billions dollar US 2005,d,0.5
,Eritrea,LOW HUMAN DEVELOPMENT,GDP - billions dollar US 2005,d,1.0
,Rwanda,LOW HUMAN DEVELOPMENT,GDP - billions dollar US 2005,d,2.2
,Angola,LOW HUMAN DEVELOPMENT,GDP - billions dollar US 2005,d,32.8
,Burundi,LOW HUMAN DEVELOPMENT,GDP - billions dollar US 2005,d,0.8
,Congo (Democratic Republic of the),LOW HUMAN DEVELOPMENT,GDP - billions dollar US 2005,d,7.1
,Ethiopia,LOW HUMAN DEVELOPMENT,GDP - billions dollar US 2005,d,11.2
,Chad,,GDP - billions dollar US 2005,d,5.5
,Central African Republic,,GDP - billions dollar US 2005,d,1.4
,Mozambique,,GDP - billions dollar US 2005,d,6.6
,Niger,,GDP - billions dollar US 2005,d,3.4
,Guinea-Bissau,,GDP - billions dollar US 2005,d,0.3
,Burkina Faso,,GDP - billions dollar US 2005,d,5.2
,Kuwait,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,d,66.7
,United Arab Emirates,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,d,115.7
,Costa Rica,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,d,44.1
,Bahamas,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,f,5.3
,Saint Kitts and Nevis,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,c,0.6
,Tonga,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,d,0.8
,Antigua and Barbuda,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,c,1.0
,Saudi Arabia,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,d,363.2
,Dominica,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,c,0.4
,Saint Lucia,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,c,1.1
,Venezuela (Bolivarian Republic of),MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,d,176.3
,Colombia,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,d,333.1
,Dominican Republic,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,d,73.1
,China,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,g,"8,814.9"
,Grenada,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,c,0.8
,Paraguay,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,d,27.4
,Guyana,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,d,3.4
,Cape Verde,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,d,2.9
,El Salvador,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,d,36.2
,Algeria,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,d,232.0
,Turkmenistan,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,h,15.4
,Nicaragua,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,d,18.9
,Honduras,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,d,24.7
,Guatemala,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,d,57.6
,South Africa,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,d,520.9
,Namibia,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,d,15.4
,Equatorial Guinea,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,"c,d",3.8
,India,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,d,"3,779.0"
,Solomon Islands,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,d,1.0
,Cambodia,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,d,38.4
,Comoros,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,d,1.2
,Ghana,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,d,54.8
,Mauritania,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,d,6.9
,Lesotho,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,d,6.0
,Papua New Guinea,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,d,15.1
,Haiti,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,d,14.2
,Sudan,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,d,75.5
,Djibouti,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,d,1.7
,Togo,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,d,9.3
,Uganda,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,d,41.9
,Gambia,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,d,2.9
,Eritrea,LOW HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,d,4.9
,Rwanda,LOW HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,d,10.9
,Angola,LOW HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,d,37.2
,Burundi,LOW HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,d,5.3
,Congo (Democratic Republic of the),LOW HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,d,41.1
,Ethiopia,LOW HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,d,75.1
,Chad,,GDP - PPP billions dollar US 2005,d,13.9
,Central African Republic,,GDP - PPP billions dollar US 2005,d,4.9
,Mozambique,,GDP - PPP billions dollar US 2005,d,24.6
,Niger,,GDP - PPP billions dollar US 2005,d,10.9
,Guinea-Bissau,,GDP - PPP billions dollar US 2005,d,1.3
,Burkina Faso,,GDP - PPP billions dollar US 2005,d,16.0
,Kuwait,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,d,"31,861"
,United Arab Emirates,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,d,"28,612"
,Costa Rica,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,d,"4,627"
,Bahamas,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,f,"17,497"
,Saint Kitts and Nevis,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,c,"9,438"
,Tonga,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,d,"2,090"
,Antigua and Barbuda,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,c,"10,578"
,Saudi Arabia,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,d,"13,399"
,Dominica,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,c,"3,938"
,Saint Lucia,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,c,"5,007"
,Venezuela (Bolivarian Republic of),MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,d,"5,275"
,Colombia,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,d,"2,682"
,Dominican Republic,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,d,"3,317"
,China,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,g,"1,713"
,Grenada,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,c,"4,451"
,Paraguay,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,d,"1,242"
,Guyana,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,d,"1,048"
,Cape Verde,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,d,"1,940"
,El Salvador,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,d,"2,467"
,Algeria,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,d,"3,112"
,Turkmenistan,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,h,"1,669"
,Nicaragua,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,d,954
,Honduras,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,d,"1,151"
,Guatemala,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,d,"2,517"
,South Africa,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,d,"5,109"
,Namibia,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,d,"3,016"
,Equatorial Guinea,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,"c,d","6,416"
,India,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,d,736
,Solomon Islands,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,d,624
,Cambodia,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,d,440
,Comoros,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,d,645
,Ghana,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,d,485
,Mauritania,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,d,603
,Lesotho,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,d,808
,Papua New Guinea,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,d,840
,Haiti,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,d,500
,Sudan,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,d,760
,Djibouti,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,d,894
,Togo,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,d,358
,Uganda,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,d,303
,Gambia,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,d,304
,Eritrea,LOW HUMAN DEVELOPMENT,GDP per capita - US 2005,d,220
,Rwanda,LOW HUMAN DEVELOPMENT,GDP per capita - US 2005,d,238
,Angola,LOW HUMAN DEVELOPMENT,GDP per capita - US 2005,d,"2,058"
,Burundi,LOW HUMAN DEVELOPMENT,GDP per capita - US 2005,d,106
,Congo (Democratic Republic of the),LOW HUMAN DEVELOPMENT,GDP per capita - US 2005,d,123
,Ethiopia,LOW HUMAN DEVELOPMENT,GDP per capita - US 2005,d,157
,Chad,,GDP per capita - US 2005,d,561
,Central African Republic,,GDP per capita - US 2005,d,339
,Mozambique,,GDP per capita - US 2005,d,335
,Niger,,GDP per capita - US 2005,d,244
,Guinea-Bissau,,GDP per capita - US 2005,d,190
,Burkina Faso,,GDP per capita - US 2005,d,391
,Kuwait,HIGH HUMAN DEVELOPMENT,GDP per capita - 2005 PPP dollar US 2005,d,"26,321"
,United Arab Emirates,HIGH HUMAN DEVELOPMENT,GDP per capita - 2005 PPP dollar US 2005,d,"25,514"
